POSTYPE,MATNR,OWNER,OWNER_ROLE,BATCH,CAT,STOCK_DOCCAT,STOCK_DOCNO,STOCK_ITMNO,STOCK_USAGE,ENTITELED,ENTITLED_ROLE,COO,QUAN,UNIT,HUTYP,LGPLA,GR_DATE,GR_TIME,VFDAT,PMAT,EXTNO,HUIDENT,PARHUIDENT,TOPHUIDENT,ROW,REFROW,G_WEIGHT,N_WEIGHT,UNIT_GW,T_WEIGHT,UNIT_TW,G_VOLUME,N_VOLUME,UNIT_GV,T_VOLUME,UNIT_TV,G_CAPA,N_CAPA,T_CAPA,LENGTH,WIDTH,HEIGHT,UNIT_LWH,MAX_WEIGHT,TOLW,TARE_VAR,MAX_VOLUME,TOLV,CLOSED_PACKAGE,MAX_CAPA,MAX_LENGTH,MAX_WIDTH,MAX_HEIGHT,UNIT_MAX_LWH,SERNR,CWQUAN,CWUNIT,CWEXACT,LOGPOS,UII,AMOUNT_LC,DUMMY_ISU,ZEUGN
1,,,,,,,,,,,,,,,I1,20-004-1,,,,NPALLET-I1,X,376130308202758542,376130308202758542,376130308202758542,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8516,NE00,BP,42184182,1,,,,,NE00,BP,,2,CS,,20-004-1,20240808,,20250331,,,376130308202758542,376130308202758542,376130308202758542,104,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,20-004-2,,,,NPALLET-I1,X,376130308202794229,376130308202794229,376130308202794229,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10805,NE00,BP,42639766,1,,,,,NE00,BP,,186,CS,,20-004-2,20240924,,20251231,,,376130308202794229,376130308202794229,376130308202794229,106,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,20-004-3,,,,NPALLET-I1,X,340004875640955408,340004875640955408,340004875640955408,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10200,NE00,BP,42490695,1,,,,,NE00,BP,,225,CS,,20-004-3,20240927,,20251231,,,340004875640955408,340004875640955408,340004875640955408,108,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,20-004-4,,,,NPALLET-I1,X,350018900021417045,350018900021417045,350018900021417045,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9708,NE00,BP,42073156,1,,,,,NE00,BP,,18,CS,,20-004-4,20241002,,20250731,,,350018900021417045,350018900021417045,350018900021417045,110,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,20-004-5,,,,NPALLET-I1,X,350001612827762716,350001612827762716,350001612827762716,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10432,NE00,BP,426709620A,1,,,,,NE00,BP,,120,CS,,20-004-5,20240926,,20260930,,,350001612827762716,350001612827762716,350001612827762716,112,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,20-004-6,,,,NPALLET-I1,X,350103474955912923,350103474955912923,350103474955912923,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9460,NE00,BP,424710919,1,,,,,NE00,BP,,196,CS,,20-004-6,20240926,,20250930,,,350103474955912923,350103474955912923,350103474955912923,114,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,20-004-8,,,,NPALLET-I1,X,350103475140191178,350103475140191178,350103475140191178,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9157,NE00,BP,42710945,1,,,,,NE00,BP,,150,CS,,20-004-8,20241004,,20250430,,,350103475140191178,350103475140191178,350103475140191178,116,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,20-005-1,,,,NPALLET-I1,X,376130355103569036,376130355103569036,376130355103569036,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9889,NE00,BP,41980948,1,,,,,NE00,BP,,2,CS,,20-005-1,20240823,,20250331,,,376130355103569036,376130355103569036,376130355103569036,118,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,20-005-3,,,,NPALLET-I1,X,384101002572788279,384101002572788279,384101002572788279,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8184,NE00,BP,41660294,1,,,,,NE00,BP,,225,CS,,20-005-3,20240806,,20251231,,,384101002572788279,384101002572788279,384101002572788279,120,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,20-005-4,,,,NPALLET-I1,X,340004875640911855,340004875640911855,340004875640911855,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10360,NE00,BP,42370695,1,,,,,NE00,BP,,115,CS,,20-005-4,20240906,,20251130,,,340004875640911855,340004875640911855,340004875640911855,122,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,20-005-5,,,,NPALLET-I1,X,350001612890832989,350001612890832989,350001612890832989,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10380,NE00,BP,4231096203,1,,,,,NE00,BP,,420,CS,,20-005-5,20240919,,20260831,,,350001612890832989,350001612890832989,350001612890832989,124,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,20-005-6,,,,NPALLET-I1,X,376130308202801415,376130308202801415,376130308202801415,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10803,NE00,BP,42679766,1,,,,,NE00,BP,,126,CS,,20-005-6,20241002,,20250630,,,376130308202801415,376130308202801415,376130308202801415,126,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,20-005-8,,,,NPALLET-I1,X,350018900021417069,350018900021417069,350018900021417069,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9708,NE00,BP,42073156,1,,,,,NE00,BP,,18,CS,,20-005-8,20241002,,20250731,,,350018900021417069,350018900021417069,350018900021417069,128,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,20-006-1,,,,NPALLET-I1,X,376130318362003994,376130318362003994,376130318362003994,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7899,NE00,BP,41840457,1,,,,,NE00,BP,,67,CS,,20-006-1,20240911,,20250731,,,376130318362003994,376130318362003994,376130318362003994,130,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,20-006-2,,,,NPALLET-I1,X,376130355102457389,376130355102457389,376130355102457389,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,7997,NE00,BP,41501042,1,,,,,NE00,BP,,90,CS,,20-006-2,20240806,,20250531,,,376130355102457389,376130355102457389,376130355102457389,132,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,20-006-3,,,,NPALLET-I1,X,350103475140153060,350103475140153060,350103475140153060,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9724,NE00,BP,42130945,1,,,,,NE00,BP,,110,CS,,20-006-3,20240806,,20250430,,,350103475140153060,350103475140153060,350103475140153060,134,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,20-006-4,,,,NPALLET-I1,X,350103474955933829,350103474955933829,350103474955933829,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9460,NE00,BP,42521091R,1,,,,,NE00,BP,,196,CS,,20-006-4,20240926,,20250930,,,350103474955933829,350103474955933829,350103474955933829,136,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,20-006-5,,,,NPALLET-I1,X,350103474955933928,350103474955933928,350103474955933928,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9460,NE00,BP,42521091R,1,,,,,NE00,BP,,196,CS,,20-006-5,20240926,,20250930,,,350103474955933928,350103474955933928,350103474955933928,138,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,20-006-6,,,,NPALLET-I1,X,384101002222848148,384101002222848148,384101002222848148,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8942,NE00,BP,31830291,8,,,,,NE00,BP,,61,CS,,20-006-6,20230926,,20241130,,,384101002222848148,384101002222848148,384101002222848148,140,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,20-007-1,,,,NPALLET-I1,X,350103475120184787,350103475120184787,350103475120184787,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9729,NE00,BP,41834826,1,,,,,NE00,BP,,41,CS,,20-007-1,20240807,,20250430,,,350103475120184787,350103475120184787,350103475120184787,142,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,20-007-2,,,,NPALLET-I1,X,350018900021413450,350018900021413450,350018900021413450,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9708,NE00,BP,42063156,1,,,,,NE00,BP,,18,CS,,20-007-2,20241002,,20250731,,,350018900021413450,350018900021413450,350018900021413450,144,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,20-007-3,,,,NPALLET-I1,X,350001612890863181,350001612890863181,350001612890863181,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10441,NE00,BP,4238096203,1,,,,,NE00,BP,,105,CS,,20-007-3,20240923,,20260831,,,350001612890863181,350001612890863181,350001612890863181,146,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,20-007-4,,,,NPALLET-I1,X,376130308202784619,376130308202784619,376130308202784619,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10761,NE00,BP,4245T931,1,,,,,NE00,BP,,105,CS,,20-007-4,20240912,,20260731,,,376130308202784619,376130308202784619,376130308202784619,148,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,20-007-5,,,,NPALLET-I1,X,350001610329564081,350001610329564081,350001610329564081,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10219,NE00,BP,4215093105,1,,,,,NE00,BP,,80,CS,,20-007-5,20241003,,20260228,,,350001610329564081,350001610329564081,350001610329564081,150,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,20-008-1,,,,NPALLET-I1,X,376130313506391289,376130313506391289,376130313506391289,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9164,NE00,BP,41730848,1,,,,,NE00,BP,,149,CS,,20-008-1,20240826,,20250331,,,376130313506391289,376130313506391289,376130313506391289,152,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,20-008-3,,,,NPALLET-I1,X,376130340111458601,376130340111458601,376130340111458601,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10569,NE00,BP,42369718G0,1,,,,,NE00,BP,,160,CS,,20-008-3,20240913,,20260228,,,376130340111458601,376130340111458601,376130340111458601,154,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,20-008-4,,,,NPALLET-I1,X,376130308202770438,376130308202770438,376130308202770438,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10803,NE00,BP,42359766,1,,,,,NE00,BP,,126,CS,,20-008-4,20240823,,20250630,,,376130308202770438,376130308202770438,376130308202770438,156,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,20-008-5,,,,NPALLET-I1,X,350001610370527271,350001610370527271,350001610370527271,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10685,NE00,BP,4267093109,1,,,,,NE00,BP,,28,CS,,20-008-5,20241003,,20260331,,,350001610370527271,350001610370527271,350001610370527271,158,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,20-008-6,,,,NPALLET-I1,X,350103475140153893,350103475140153893,350103475140153893,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9724,NE00,BP,42130945,1,,,,,NE00,BP,,110,CS,,20-008-6,20240806,,20250430,,,350103475140153893,350103475140153893,350103475140153893,160,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,E1,20-008-8,,,,NPALLET-E1,X,350103450030185697,350103450030185697,350103450030185697,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9746,NE00,BP,41909722EA,1,,,,,NE00,BP,,49,CS,,20-008-8,20240806,,20250630,,,350103450030185697,350103450030185697,350103450030185697,162,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,20-009-1,,,,NPALLET-I1,X,350103475120221956,350103475120221956,350103475120221956,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9758,NE00,BP,42254826,1,,,,,NE00,BP,,45,CS,,20-009-1,20240816,,20250228,,,350103475120221956,350103475120221956,350103475120221956,164,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,E1,20-009-2,,,,NPALLET-E1,X,340055001841923357,340055001841923357,340055001841923357,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8144,NE00,BP,4151428220,8,,,,,NE00,BP,,80,CS,,20-009-2,20240806,,20250525,,,340055001841923357,340055001841923357,340055001841923357,166,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,20-009-4,,,,NPALLET-I1,X,376130328244492723,376130328244492723,376130328244492723,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10406,NE00,BP,4264969061,1,,,,,NE00,BP,,105,CS,,20-009-4,20241008,,20260831,,,376130328244492723,376130328244492723,376130328244492723,168,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,20-009-5,,,,NPALLET-I1,X,350018900021413177,350018900021413177,350018900021413177,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9708,NE00,BP,42063156,1,,,,,NE00,BP,,18,CS,,20-009-5,20241009,,20250731,,,350018900021413177,350018900021413177,350018900021413177,170,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,20-009-6,,,,NPALLET-I1,X,350103475120207240,350103475120207240,350103475120207240,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10932,NE00,BP,42064826,1,,,,,NE00,BP,,50,CS,,20-009-6,20241004,,20250331,,,350103475120207240,350103475120207240,350103475120207240,172,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,20-010-1,,,,NPALLET-I1,X,376130442230151576,376130442230151576,376130442230151576,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9306,NE00,BP,42140357,1,,,,,NE00,BP,,72,CS,,20-010-1,20241003,,20250531,,,376130442230151576,376130442230151576,376130442230151576,174,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,20-010-2,,,,NPALLET-I1,X,376130365838982031,376130365838982031,376130365838982031,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10430,NE00,BP,4261969022,1,,,,,NE00,BP,,126,CS,,20-010-2,20241008,,20260930,,,376130365838982031,376130365838982031,376130365838982031,176,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,20-010-3,,,,NPALLET-I1,X,340004875640921885,340004875640921885,340004875640921885,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10360,NE00,BP,42400695,1,,,,,NE00,BP,,115,CS,,20-010-3,20240906,,20251130,,,340004875640921885,340004875640921885,340004875640921885,178,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,20-010-4,,,,NPALLET-I1,X,376130313505799468,376130313505799468,376130313505799468,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10894,NE00,BP,41410848,1,,,,,NE00,BP,,168,CS,,20-010-4,20240912,,20250531,,,376130313505799468,376130313505799468,376130313505799468,180,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,20-010-5,,,,NPALLET-I1,X,350001612891070069,350001612891070069,350001612891070069,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10339,NE00,BP,4276096201,1,,,,,NE00,BP,,120,CS,,20-010-5,20241004,,20260930,,,350001612891070069,350001612891070069,350001612891070069,182,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,20-010-6,,,,NPALLET-I1,X,376130308202813180,376130308202813180,376130308202813180,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9335,NE00,BP,42134826,1,,,,,NE00,BP,,208,CS,,20-010-6,20241011,,20250531,,,376130308202813180,376130308202813180,376130308202813180,184,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,20-010-8,,,,NPALLET-I1,X,350018900021413467,350018900021413467,350018900021413467,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9708,NE00,BP,42063156,1,,,,,NE00,BP,,18,CS,,20-010-8,20241002,,20250731,,,350018900021413467,350018900021413467,350018900021413467,186,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,20-011-1,,,,NPALLET-I1,X,384101007340714375,384101007340714375,384101007340714375,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9550,NE00,BP,42120291A,1,,,,,NE00,BP,,37,CS,,20-011-1,20240808,,20250430,,,384101007340714375,384101007340714375,384101007340714375,188,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,20-011-2,,,,NPALLET-I1,X,350001612890437139,350001612890437139,350001612890437139,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10772,NE00,BP,4166096211,1,,,,,NE00,BP,,45,CS,,20-011-2,20241004,,20260630,,,350001612890437139,350001612890437139,350001612890437139,190,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,20-011-3,,,,NPALLET-I1,X,350114769003452183,350114769003452183,350114769003452183,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9853,NE00,BP,42520952,1,,,,,NE00,BP,,24,CS,,20-011-3,20241008,,20250630,,,350114769003452183,350114769003452183,350114769003452183,192,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,20-011-4,,,,NPALLET-I1,X,350018900021416604,350018900021416604,350018900021416604,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9708,NE00,BP,42073156,1,,,,,NE00,BP,,18,CS,,20-011-4,20241002,,20250731,,,350018900021416604,350018900021416604,350018900021416604,194,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,20-011-5,,,,NPALLET-I1,X,350018900021416635,350018900021416635,350018900021416635,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9708,NE00,BP,42073156,1,,,,,NE00,BP,,18,CS,,20-011-5,20241002,,20250731,,,350018900021416635,350018900021416635,350018900021416635,196,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,20-011-6,,,,NPALLET-I1,X,376130308202801484,376130308202801484,376130308202801484,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10803,NE00,BP,42679766,1,,,,,NE00,BP,,126,CS,,20-011-6,20241002,,20250630,,,376130308202801484,376130308202801484,376130308202801484,198,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,20-011-8,,,,NPALLET-I1,X,350103475120189027,350103475120189027,350103475120189027,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9312,NE00,BP,41864826,1,,,,,NE00,BP,,112,CS,,20-011-8,20240925,,20250430,,,350103475120189027,350103475120189027,350103475120189027,200,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,20-012-1,,,,NPALLET-I1,X,350103471909080264,350103471909080264,350103471909080264,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9651,NE00,BP,41741042E,1,,,,,NE00,BP,,64,CS,,20-012-1,20240807,,20250630,,,350103471909080264,350103471909080264,350103471909080264,202,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,20-012-2,,,,NPALLET-I1,X,376130308202755848,376130308202755848,376130308202755848,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10771,NE00,BP,4210T931,1,,,,,NE00,BP,,105,CS,,20-012-2,20240802,,20260630,,,376130308202755848,376130308202755848,376130308202755848,204,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,20-012-3,,,,NPALLET-I1,X,340004875640911848,340004875640911848,340004875640911848,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10360,NE00,BP,42370695,1,,,,,NE00,BP,,115,CS,,20-012-3,20240906,,20251130,,,340004875640911848,340004875640911848,340004875640911848,206,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,20-012-4,,,,NPALLET-I1,X,376130308202801422,376130308202801422,376130308202801422,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10803,NE00,BP,42679766,1,,,,,NE00,BP,,126,CS,,20-012-4,20241002,,20250630,,,376130308202801422,376130308202801422,376130308202801422,208,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,20-012-5,,,,NPALLET-I1,X,350103475120189041,350103475120189041,350103475120189041,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9312,NE00,BP,41864826,1,,,,,NE00,BP,,112,CS,,20-012-5,20240925,,20250430,,,350103475120189041,350103475120189041,350103475120189041,210,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,20-012-6,,,,NPALLET-I1,X,376130328244478406,376130328244478406,376130328244478406,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10428,NE00,BP,4261969061,1,,,,,NE00,BP,,126,CS,,20-012-6,20241008,,20260930,,,376130328244478406,376130328244478406,376130328244478406,212,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,20-012-8,,,,NPALLET-I1,X,350103474955911872,350103474955911872,350103474955911872,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9438,NE00,BP,42471091T,1,,,,,NE00,BP,,196,CS,,20-012-8,20240925,,20250930,,,350103474955911872,350103474955911872,350103474955911872,214,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,20-013-1,,,,NPALLET-I1,X,340055006240533527,340055006240533527,340055006240533527,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9182,NE00,BP,40660734,1,,,,,NE00,BP,,104,CS,,20-013-1,20240813,,20250331,,,340055006240533527,340055006240533527,340055006240533527,216,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,20-013-2,,,,NPALLET-I1,X,376130308202755831,376130308202755831,376130308202755831,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10771,NE00,BP,4210T931,1,,,,,NE00,BP,,105,CS,,20-013-2,20240802,,20260630,,,376130308202755831,376130308202755831,376130308202755831,218,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,20-013-3,,,,NPALLET-I1,X,350001612891028145,350001612891028145,350001612891028145,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10743,NE00,BP,4269096203,1,,,,,NE00,BP,,104,CS,,20-013-3,20241003,,20260930,,,350001612891028145,350001612891028145,350001612891028145,220,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,20-013-4,,,,NPALLET-I1,X,350018900021410060,350018900021410060,350018900021410060,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9708,NE00,BP,42043156,1,,,,,NE00,BP,,18,CS,,20-013-4,20241002,,20250731,,,350018900021410060,350018900021410060,350018900021410060,222,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,20-013-5,,,,NPALLET-I1,X,350114768009330259,350114768009330259,350114768009330259,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,9215,NE00,BP,42620953,1,,,,,NE00,BP,,20,CS,,20-013-5,20241003,,20250630,,,350114768009330259,350114768009330259,350114768009330259,224,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,20-013-6,,,,NPALLET-I1,X,376130328244492587,376130328244492587,376130328244492587,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10406,NE00,BP,4264969061,1,,,,,NE00,BP,,105,CS,,20-013-6,20241008,,20260831,,,376130328244492587,376130328244492587,376130328244492587,226,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,I1,20-013-8,,,,NPALLET-I1,X,350103475140137459,350103475140137459,350103475140137459,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
